,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,negLogP,signif
ENSMUSG00000110218,20.5401600256384,-1.63486504638739,0.563456460492672,-2.90149312505513,0.00371388928632619,0.0339416293551349,1.46926731337487,TRUE
ENSMUSG00000110316,32.3669903193665,-1.30927500596873,0.415644433336381,-3.14998806903096,0.00163277130333133,0.0187259048724838,1.72755718715952,TRUE
ENSMUSG00000110317,58.6409394420041,-1.05159030594082,0.235016733327194,-4.47453375363185,7.65782292771923e-06,0.000261512675918894,3.58250725536953,TRUE
ENSMUSG00000110320,8.47944752150535,-1.66393609030549,0.602951218717669,-2.75965291826473,0.00578627998007255,0.0459805245711312,1.337426078368,TRUE
ENSMUSG00000110350,8.03941029682692,-2.14518556987126,0.759164222030741,-2.8257200584782,0.00471744720330562,0.0400851691480886,1.39701627946271,TRUE
ENSMUSG00000110386,562.991558169992,0.450332119413883,0.15042843420702,2.99366354364983,0.002756497333915,0.0275445267898998,1.55996468432898,TRUE
ENSMUSG00000110390,30.4095521986541,-1.64843435832248,0.443274280540326,-3.7187683352915,0.000200196550155487,0.00384893386786339,2.41465955086144,TRUE
ENSMUSG00000110419,43.8608411100874,-0.73303629595311,0.265184054847387,-2.76425479795523,0.00570529691445499,0.0456078952778813,1.34095996920377,TRUE
ENSMUSG00000110455,6.26903824039818,-4.53405346085579,1.15402635599237,-3.92889940278432,8.5335525804606e-05,0.00193945265462679,2.71232081780938,TRUE
ENSMUSG00000110474,13.2944318222391,-2.25793990684588,0.545884179084173,-4.13629849217102,3.52953016072274e-05,0.000928771988314321,3.03209089135731,TRUE
ENSMUSG00000110519,35.5172385368714,-1.43372876604822,0.309840698830357,-4.62730936077965,3.7044695867111e-06,0.000136111816796176,3.8661041690906,TRUE
ENSMUSG00000110523,218.631194004528,-0.495333148751639,0.155535046826698,-3.18470440494068,0.00144901936520902,0.0171539339051982,1.76563626760936,TRUE
ENSMUSG00000110529,18.5485301010876,-2.17371458635154,0.483737379801643,-4.49358407498482,7.00343528460067e-06,0.000242504641329427,3.61527994496081,TRUE
