"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSMUSG00000052336",1224.15247838495,0.46064411399347,0.14290619776442,3.22340193217398,0.00126677666448504,0.0155557581090898
"ENSMUSG00000052337",2281.05872535721,0.155543828702112,0.108031647364552,1.43979873024828,0.149924350545108,0.375425793632744
"ENSMUSG00000052353",531.367847908636,-0.422947909298061,0.145012789018031,-2.91662488641241,0.00353841036881377,0.0329140178751214
"ENSMUSG00000052364",750.434605229418,0.1524581212258,0.135440723923409,1.12564461270905,0.260315976556528,0.512289271092542
"ENSMUSG00000052369",504.803437310568,0.234765890823099,0.103300371918758,2.27265290978559,0.0230471044946571,0.118190126719693
"ENSMUSG00000052372",196.24355796328,0.0750436350541602,0.172412457182248,0.435256455830424,0.663376287861,0.839658330683838
"ENSMUSG00000052373",898.896781565705,-0.238881887849186,0.171407336731826,-1.39365030928009,0.163423228418879,0.394636396142457
"ENSMUSG00000052374",228.144153813861,0.18892155416434,0.181411384506407,1.04139855763941,0.297690611682374,0.553455718364879
"ENSMUSG00000052384",139.070948470347,0.0248079758599891,0.157975723273083,0.157036634148559,0.87521597639528,0.946020929813617
"ENSMUSG00000052387",3263.09889204544,0.483463124227392,0.351641462006734,1.37487519665168,0.169170140122153,0.403280638010769
"ENSMUSG00000052392",94.2697552837094,-0.0614680960580095,0.274640783205701,-0.223812703053541,0.822903045086727,0.922181266171463
"ENSMUSG00000052395",205.758099796069,0.117510644298236,0.133287224897102,0.881634713221425,0.37797437677747,0.631879283548488
"ENSMUSG00000052397",1641.19515589895,0.509311037557097,0.188358563884465,2.70394415339404,0.00685218043858663,0.0516150767205761
"ENSMUSG00000052406",657.694627371183,-0.413055057478822,0.149215484255908,-2.76817824596824,0.00563706160723882,0.0452630268511636
"ENSMUSG00000052407",59.1801548777261,-1.07602876778573,0.239298497437785,-4.49659642374264,6.90498729497373e-06,0.000239513728880374
"ENSMUSG00000052415",131.75565191785,-0.210612005105873,0.158848601644511,-1.32586628352703,0.184883992787847,0.424864871543164
"ENSMUSG00000052419",381.463877013961,0.122180761525934,0.133804729176722,0.913127378065724,0.361175552732666,0.616968070750652
"ENSMUSG00000052423",817.382021872709,-0.125601784851213,0.103699821884823,-1.21120540583683,0.225816691451059,0.474271665143864
"ENSMUSG00000052428",709.975518155553,0.244391318919869,0.121961298665639,2.00384319938963,0.045086859647198,0.181050067245508
"ENSMUSG00000052430",501.073454368027,0.289570511431807,0.113699309935037,2.54680975282308,0.0108712682596464,0.071493812906743
"ENSMUSG00000052446",218.737858187201,-0.0610869175569057,0.179749842469448,-0.339844067275267,0.733973959971611,0.877224669256879
"ENSMUSG00000052456",1381.04397222531,0.152494717386079,0.104688934192086,1.45664600144154,0.145214122562442,0.368674780007858
"ENSMUSG00000052459",11818.6705894881,0.180208380756908,0.0836576810512679,2.15411637631303,0.0312310465849922,0.143239758505046
"ENSMUSG00000052477",1.93885652697331,1.23585261631577,1.38659594805604,0.891285322193814,0.37277612093725,NA
